account	studentcode	gender	yearofbirth	grade	type
C30579	42183593	男	1987	2012	博士
C30591	51054270	女	1994	2013	本科
C30641	15160414	男	1984	2009	博士
C30649	65056170	男	1994	2012	本科
C30675	51148389	男	1990	2013	硕士
C30694	82053045	男	1994	2012	本科
C30699	73184959	女	1990	2013	硕士
C30700	28057453	女	1996	2013	本科
C30717	76101870	男	1993	2011	本科
C30723	39065720	男	1997	2014	本科
C30780	35067897	女	1994	2013	本科
C30783	23135082	女	1988	2010	博士
C30797	88122974	男	1990	2013	硕士
C30822	64160604	男	1989	2012	硕士
C30825	23133507	女	1990	2012	博士
C30845	16112490	男	1981	2013	硕士
C30862	51182935	女	1990	2013	硕士
C30882	64104466	女	1993	2011	本科
C30940	21161006	男	1992	2012	硕士
C30942	61126769	男	1990	2013	硕士
C30943	98161253	女	1991	2012	硕士
C30970	62127764	男	1990	2012	硕士
C30972	87161367	男	1989	2012	硕士
C30982	54043850	男	1992	2011	本科
C30993	59067399	女	1995	2014	本科
C31008	63137725	男	1989	2012	硕士
C31015	14137930	女	1992	2013	硕士
C31016	19176447	女	1990	2013	硕士
C31028	17164953	男	1989	2011	博士
C31040	24121903	女	1989	2012	硕士
C31044	83111628	男	1992	2014	硕士
C31053	37165856	男	1988	2012	硕士
C31054	43055649	女	1995	2013	本科
C31071	73064130	女	1993	2013	本科
C31090	88022383	女	1995	2013	本科
C31110	22135900	男	1992	2014	硕士
C31138	85177101	男	1983	2010	博士
C31154	28183954	男	1989	2012	硕士
C31173	21117487	女	1989	2012	硕士
C31181	91129146	女	1989	2012	硕士
C31189	65169336	男	1982	2013	硕士
C31246	49126417	男	1989	2013	硕士
C31268	77120096	女	1991	2013	硕士
C31270	75159821	女	1993	2014	硕士
C31273	27120007	女	1990	2012	硕士
C31281	35077632	男	1992	2011	本科
C31284	23020237	男	1994	2012	本科
C31290	42134841	男	1993	2014	硕士
C31291	71138534	女	1990	2014	硕士
C31300	24118875	男	1992	2014	硕士
C31309	58140278	男	1988	2012	博士
C31364	38118824	女	1990	2013	博士
C31370	24133541	男	1989	2012	硕士
C31382	55148674	男	1991	2013	硕士
C31398	38172171	女	1984	2012	硕士
C31451	68099951	女	1994	2012	本科
C31474	79113192	男	1987	2012	硕士
C31476	13160915	男	1988	2012	硕士
C31489	56164818	女	1987	2012	博士
C31492	91110915	男	1991	2013	硕士
C31494	55065089	女	1996	2014	本科
C31556	69124676	男	1990	2012	硕士
C31558	96052734	男	1995	2013	本科
C31566	59158817	男	1991	2014	硕士
C31603	12173400	男	1990	2012	硕士
C31615	96075548	男	1993	2011	本科
C31617	88166088	女	1990	2012	硕士
C31622	84116926	女	1989	2012	博士
C31632	64067175	女	1994	2012	本科
C31643	22163980	女	1988	2014	硕士
C31673	85175465	男	1989	2012	博士
C31691	35140643	男	1989	2014	博士
C31701	22088338	女	1994	2013	本科
C31708	63175896	女	1990	2014	硕士
C31756	63165440	男	1989	2012	硕士
C31788	56180680	男	1988	2013	硕士
C31799	56141179	男	1991	2014	硕士
C31815	28183098	女	1987	2011	博士
C31845	86050185	男	1995	2012	本科
C31899	38165520	女	1991	2012	硕士
C31914	13109562	男	1991	2012	硕士
C31936	15064886	男	1994	2013	本科
C31966	98050904	女	1992	2010	本科
C31968	63131742	女	1990	2011	硕士
C31970	75165391	女	1989	2012	博士
C31971	15141379	女	1992	2014	硕士
C31975	83177632	男	1989	2014	博士
C32014	95065432	女	1996	2014	本科
C32025	75140669	男	1981	2010	博士
C32047	89053502	男	1996	2014	本科
C32063	19167136	男	1991	2013	硕士
C32065	46127803	男	1989	2012	硕士
C32073	96136304	男	1989	2012	硕士
C32078	56136708	女	1990	2013	硕士
C32131	47111164	男	1991	2014	硕士
C32135	57064436	男	1993	2011	本科
C32146	24032387	女	1994	2012	本科
C32215	57160891	女	1988	2012	硕士
C32216	29161531	男	1990	2012	硕士
C32245	93179653	男	1989	2012	硕士
C32250	83141089	女	1979	2009	博士
C32261	55128923	男	1982	2014	硕士
C32334	69066056	男	1994	2013	本科
C32343	44177971	女	1990	2013	硕士
C32344	78022692	男	1995	2013	本科
C32388	64170739	女	1989	2012	硕士
C32395	86176444	男	1988	2013	硕士
C32406	98061952	男	1995	2013	本科
C32429	62183108	女	1991	2012	硕士
C32437	52074691	男	1995	2013	本科
C32445	82143596	女	1989	2012	硕士
C32460	99122882	女	1989	2012	硕士
C32464	61110438	男	1989	2012	硕士
C32483	95119179	女	1990	2012	硕士
C32498	95055357	男	1993	2010	本科
C32503	68054489	男	1995	2013	本科
C32516	23070082	女	1994	2012	本科
C32535	67109150	女	1989	2012	硕士
C32536	74135542	女	1991	2013	硕士
C32538	94039934	女	1992	2010	本科
C32553	99161564	男	1991	2013	硕士
C32554	31162860	女	1991	2013	硕士
C32565	31136636	男	1986	2014	博士
C32574	28027288	男	1992	2010	本科
C32578	97183884	男	1988	2011	博士
C32585	51183456	女	1990	2014	硕士
C32597	27085168	女	1994	2012	本科
C32599	93140971	女	1988	2014	博士
C32616	74182922	男	1989	2013	硕士
C32618	82100948	男	1996	2014	本科
C32655	97127278	女	1989	2012	硕士
C32679	94067171	男	1992	2011	本科
C32681	55119004	男	1988	2012	硕士
C32698	92194204	男	1984	2014	硕士
C32712	86180729	男	1987	2014	硕士
C32725	42148890	男	1991	2013	硕士
C32768	63120065	男	1991	2012	硕士
C32771	56175446	男	1987	2014	博士
C32813	34136856	男	1984	2011	硕士
C32848	66090390	男	1992	2011	本科
C32872	97179125	男	1991	2013	硕士
C32952	35160734	男	1991	2012	硕士
C32975	29097919	女	1993	2012	本科
C32977	96065955	女	1995	2013	本科
C32997	66148438	男	1990	2013	硕士
C32999	15167135	男	1990	2013	硕士
C33025	32135048	男	1976	2013	硕士
C33074	56065045	男	1994	2013	本科
C33092	32002485	女	1993	2012	本科
C33100	74082898	女	1993	2011	本科
C33101	46023956	男	1994	2012	本科
C33134	71056306	男	1992	2010	本科
C33159	87131741	男	1985	2011	博士
C33160	31158310	男	1991	2013	硕士
C33166	12016667	男	1993	2010	本科
C33175	17017650	男	1992	2011	本科
C33180	32159003	男	1992	2014	硕士
C33189	35116972	女	1989	2014	硕士
C33203	78058371	女	1992	2011	本科
C33228	37115959	女	1989	2014	硕士
C33230	57068972	男	1993	2011	本科
C33236	81056177	女	1994	2012	本科
C33263	78052398	男	1992	2011	本科
C33280	15064385	女	1992	2011	本科
C33281	75105495	男	1992	2011	本科
C33303	77161304	男	1990	2012	硕士
C33316	89066401	男	1995	2013	本科
C33335	52075031	女	1994	2012	本科
C33336	31159437	女	1992	2014	硕士
C33353	75160867	男	1990	2012	硕士
C33362	78059892	男	1993	2011	本科
C33370	12165155	男	1985	2013	硕士
C33375	74133426	男	1989	2011	硕士
C33377	36135699	女	1991	2014	硕士
C33378	65174309	男	1982	2009	博士
C33388	22130977	女	1993	2014	硕士
C33403	25103146	男	1995	2013	本科
C33420	45115956	女	1987	2014	博士
C33431	36158758	男	1985	2012	硕士
C33435	13009590	男	1995	2014	本科
C33443	42171587	男	1990	2012	硕士
C33467	99165908	男	1987	2009	博士
C33470	47057465	女	1996	2013	本科
C33481	63056725	男	1994	2012	本科
C33529	91121862	男	1987	2014	博士
C33533	17002232	女	1992	2011	本科
C33560	44161257	男	1989	2012	硕士
C33563	64058630	男	1993	2012	本科
C33570	31115173	男	1991	2013	硕士
C33572	26170277	女	1990	2013	硕士
C33585	67158880	男	1989	2014	硕士
C33601	47162182	男	1992	2013	硕士
C33610	97105673	女	1995	2013	本科
C33624	41076114	女	1993	2011	本科
C33625	14167502	男	1988	2012	硕士
C33629	56160965	男	1989	2012	硕士
C33640	64157629	女	1990	2011	硕士
C33650	66148417	男	1990	2013	硕士
C33660	69175931	男	1990	2012	硕士
C33670	33061563	男	1995	2014	本科
C33680	37049334	女	1991	2011	本科
C33683	92165037	男	1988	2014	博士
C33741	63134850	女	1992	2014	博士
C33745	67064600	女	1992	2012	本科
C33761	95051079	女	1994	2013	本科
C33765	28106933	女	1993	2011	本科
C33787	23165116	男	1991	2013	硕士
C33789	72067861	男	1996	2014	本科
C33814	72010079	女	1994	2012	本科
C33829	57134493	男	1992	2013	硕士
C33839	45134305	男	1988	2012	硕士
C33857	98057728	男	1995	2013	本科
C33861	66160318	男	1990	2013	硕士
C33866	19069676	女	1996	2014	本科
C33907	56172161	男	1983	2011	硕士
C33910	94058088	男	1993	2011	本科
C33933	93183921	女	1990	2012	硕士
C33972	82064066	男	1995	2013	本科
C33984	67139005	女	1987	2014	博士
C33990	83063326	男	1994	2012	本科
C33998	45005577	男	1993	2011	本科
C34020	26177670	男	1989	2012	硕士
C34026	55180999	男	1980	2010	博士
C34033	94036491	男	1993	2012	本科
C34122	58126511	男	1991	2012	硕士
C34144	21118320	男	1986	2011	博士
C34154	44058030	女	1995	2014	本科
C34176	22159627	女	1980	2014	硕士
C34197	83026070	男	1992	2010	本科
C34212	18169929	女	1989	2012	博士
C34221	65105366	男	1992	2010	本科
C34334	22138535	女	1991	2014	硕士
C34342	55051706	女	1994	2012	本科
C34388	56122411	女	1990	2012	硕士
C34392	29054726	女	1995	2013	本科
C34402	93140940	女	1991	2014	硕士
C34423	94140079	男	1990	2012	硕士
C34428	71129816	女	1990	2014	硕士
C34448	93055801	男	1996	2013	本科
C34458	43183170	男	1989	2012	硕士
C34461	76162588	女	1993	2014	硕士
C34473	87109980	男	1985	2011	硕士
C34476	81140680	男	1988	2012	硕士
C34483	42169277	男	1989	2012	硕士
C34496	67123644	男	1982	2009	博士
C34498	34065001	男	1993	2011	本科
C34505	38067033	男	1993	2012	本科
C34519	83166789	女	1988	2012	硕士
C34522	98062245	男	1994	2013	本科
C34529	72060670	男	1992	2011	本科
C34530	73056282	男	1994	2012	本科
C34531	88148676	男	1990	2013	硕士
C34563	24161032	男	1990	2012	硕士
C34595	38070590	男	1992	2011	本科
C34596	33133539	男	1988	2012	硕士
C34599	79062897	女	1994	2012	本科
C34604	75060088	男	1993	2011	本科
C34611	23161247	女	1990	2012	硕士
C34648	98111050	男	1987	2012	硕士
C34665	95148431	男	1991	2013	硕士
C34669	65093747	女	1993	2011	本科
C34680	76010102	男	1995	2013	本科
C34695	77105448	女	1993	2011	本科
C34719	84056728	女	1993	2011	本科
C34729	54148757	女	1991	2013	硕士
C34747	38088852	女	1996	2014	本科
C34749	23054774	女	1993	2011	本科
C34751	73108118	男	1994	2012	本科
C34818	76124081	男	1988	2010	博士
C34823	99135710	男	1992	2014	硕士
C34836	86178870	男	1991	2014	博士
C34843	33161384	男	1987	2012	硕士
C34852	35050564	男	1994	2012	本科
C34861	75112077	男	1992	2014	硕士
C34879	44148476	男	1991	2013	硕士
C34880	75083525	男	1996	2014	本科
C34910	66148813	女	1990	2013	硕士
C34925	62048042	女	1993	2012	本科
C34935	73121399	男	1991	2014	硕士
C34955	36046661	女	1994	2012	本科
C34958	66183055	女	1992	2014	博士
C34969	93178304	男	1988	2013	硕士
C34982	74089981	男	1992	2011	本科
C34988	48159871	女	1990	2014	硕士
C35011	49061509	男	1994	2012	本科
C35030	31053823	男	1992	2011	本科
C35035	95149143	男	1987	2012	博士
C35055	65114126	男	1990	2012	硕士
C35064	33159249	男	1992	2014	博士
C35071	97103131	女	1994	2012	本科
C35072	13121193	男	1988	2012	硕士
C35088	48144248	女	1983	2014	博士
C35105	28109513	男	1984	2012	硕士
C35114	34110042	女	1992	2014	硕士
C35120	14122936	女	1982	2011	博士
C35134	11126889	男	1987	2010	博士
C35141	58114127	女	1991	2012	硕士
C35144	74166774	女	1990	2014	硕士
C35206	26064628	男	1995	2012	本科
C35237	16081977	男	1993	2012	本科
C35238	32053847	男	1994	2012	本科
C35248	41160224	男	1991	2014	博士
C35261	65017108	男	1993	2012	本科
C35270	71096819	男	1996	2014	本科
C35286	22140657	女	1990	2014	硕士
C35298	47064649	男	1995	2013	本科
C35314	17017726	女	1993	2012	本科
C35370	13114838	男	1988	2013	博士
C35377	36075271	男	1992	2011	本科
C35378	78161336	男	1989	2012	硕士
C35426	86176707	女	1992	2014	硕士
C35434	51180561	男	1989	2012	硕士
C35452	55161351	男	1988	2012	硕士
C35467	26161419	男	1988	2010	博士
C35475	45051888	男	1996	2014	本科
C35483	71071496	女	1994	2012	本科
C35502	71180764	女	1988	2012	硕士
C35519	51061073	女	1993	2011	本科
C35520	99136598	男	1985	2013	博士
C35538	81016195	男	1992	2011	本科
C35543	13069572	女	1995	2013	本科
C35551	75009520	女	1993	2011	本科
C35558	81030320	男	1996	2014	本科
C35582	72055806	男	1995	2013	本科
C35647	38127601	男	1990	2014	硕士
C35660	24035043	男	1991	2010	本科
C35672	35160247	女	1987	2009	博士
C35677	21001648	男	1992	2011	本科
C35687	86134243	男	1989	2013	硕士
C35699	45177676	男	1990	2012	硕士
C35718	69130679	女	1991	2013	硕士
C35719	49158879	女	1992	2014	硕士
C35736	25148100	男	1988	2013	博士
C35752	19063277	男	1986	2007	博士
C35755	91167784	男	1992	2014	硕士
C35770	92066190	男	1995	2013	本科
C35781	33112310	女	1988	2012	硕士
C35802	27092853	男	1991	2010	本科
C35820	48159640	女	1991	2014	硕士
C35826	37052331	男	1992	2011	本科
C35828	89054626	女	1995	2013	本科
C35883	42118416	男	1986	2013	硕士
C35907	44022525	女	1995	2012	本科
C35910	33015521	男	1995	2014	本科
C35922	55048048	男	1994	2012	本科
C35944	49181537	男	1992	2014	硕士
C35986	74129298	男	1983	2010	博士
C36022	82051300	女	1992	2011	本科
C36057	96068997	男	1995	2013	本科
C36068	66140562	女	1985	2012	博士
C36090	71110583	男	1979	2011	博士
C36100	42090827	女	1992	2011	本科
C36101	22065734	女	1993	2011	本科
C36131	42063758	男	1995	2014	本科
C36141	74050027	男	1995	2013	本科
C36146	13161450	男	1990	2012	硕士
C36150	34183541	男	1977	2013	硕士
C36153	52178932	女	1992	2014	硕士
C36173	78110170	男	1986	2012	博士
C36176	33074143	男	1995	2014	本科
C36204	92116412	女	1973	2013	硕士
C36208	56111445	男	1989	2013	硕士
C36219	54183161	男	1990	2012	硕士
C36224	35036256	女	1993	2011	本科
C36244	31128915	女	1992	2014	硕士
C36245	74035741	男	1992	2011	本科
C36246	68130928	女	1989	2012	硕士
C36304	92176425	男	1988	2012	硕士
C36306	15162626	女	1990	2013	硕士
C36320	75138205	女	1987	2009	博士
C36329	23179043	男	1991	2012	硕士
C36336	63173546	男	1986	2011	博士
C36348	98171842	男	1989	2013	硕士
C36385	42173284	女	1992	2014	硕士
C36392	81123415	男	1976	2014	硕士
C36401	37109918	女	1988	2012	硕士
C36419	44177501	女	1986	2012	博士
C36432	62051366	男	1996	2014	本科
C36453	33140660	男	1990	2014	硕士
C36460	58118412	男	1986	2013	硕士
C36476	51076243	女	1995	2012	本科
C36486	38062329	男	1996	2014	本科
C36487	21050763	女	1996	2014	本科
C36504	71121151	女	1991	2013	硕士
C36546	17140951	女	1992	2014	硕士
C36591	33022645	男	1993	2012	本科
C36611	77117380	男	1984	2012	博士
C36628	46109899	男	1989	2012	硕士
C36630	26070156	女	1995	2013	本科
C36647	71097212	男	1995	2013	本科
C36655	79180916	男	1991	2013	硕士
C36659	96130767	女	1988	2009	博士
C36661	28102303	男	1994	2012	本科
C36677	84161003	男	1990	2012	硕士
C36705	53126235	男	1991	2013	硕士
C36711	33126394	男	1989	2012	硕士
C36733	48118445	男	1989	2013	硕士
C36736	66172200	男	1987	2012	博士
C36775	24180187	女	1989	2011	博士
C36780	78111919	女	1990	2014	硕士
C36789	89036136	女	1994	2012	本科
C36790	34133495	女	1991	2014	硕士
C36807	87067284	男	1997	2013	本科
C36808	25178254	女	1991	2013	硕士
C36830	43129633	男	1987	2013	博士
C36872	43142525	男	1989	2013	硕士
C36913	42194337	男	1983	2014	硕士
C36946	67012239	女	1992	2011	本科
C36948	24141221	女	1990	2013	硕士
C36992	79135632	女	1988	2012	硕士
C37007	49161181	男	1988	2012	硕士
C37012	61182379	女	1991	2014	硕士
C37053	55122022	男	1975	2009	博士
C37061	46115679	男	1982	2009	博士
C37065	36160609	女	1989	2012	硕士
C37076	55160773	女	1980	2012	硕士
C37104	36136246	男	1990	2014	硕士
C37118	46016900	男	1995	2012	本科
C37125	51051246	男	1995	2013	本科
C37130	45144853	女	1992	2014	硕士
C37136	37134230	男	1989	2014	硕士
C37141	14082935	女	1994	2012	本科
C37144	44024774	女	1996	2014	本科
C37150	96161052	女	1989	2012	硕士
C37157	59032940	女	1991	2010	本科
C37160	18136703	男	1983	2010	博士
C37166	19115614	男	1990	2014	硕士
C37179	28025491	男	1995	2012	本科
C37190	32040686	女	1995	2013	本科
C37191	15131807	男	1992	2014	硕士
C37219	88142682	女	1992	2013	硕士
C37241	33068047	男	1993	2011	本科
C37250	31111320	女	1990	2014	博士
C37255	95056918	女	1990	2010	本科
C37271	98054851	男	1994	2012	本科
C37309	16161066	男	1989	2012	硕士
C37322	21059835	男	1995	2014	本科
C37338	91161154	男	1983	2012	硕士
C37344	51140068	女	1989	2012	硕士
C37380	44126891	女	1987	2010	博士
C37381	54034953	男	1992	2010	本科
C37385	22060788	男	1993	2013	本科
C37386	66110020	男	1989	2014	硕士
C37408	82117256	女	1988	2012	硕士
C37478	24194355	女	1980	2014	硕士
C37480	22120861	女	1989	2014	硕士
C37494	94174195	男	1988	2012	硕士
C37502	88174206	女	1990	2013	硕士
C37527	13165127	女	1989	2013	硕士
C37553	42148555	男	1990	2013	硕士
C37576	11058978	男	1995	2013	本科
C37585	45174285	女	1992	2014	硕士
C37586	99128874	男	1992	2014	硕士
C37610	87177484	男	1982	2012	硕士
C37630	64063664	女	1993	2011	本科
C37659	89183956	女	1990	2012	硕士
C37736	93123499	男	1987	2012	硕士
C37792	26114034	女	1989	2013	硕士
C37800	53114670	男	1987	2012	博士
C37801	11169990	女	1984	2012	博士
C37845	16114852	男	1986	2014	博士
C37857	69188363	男	1983	2013	硕士
C37865	46183091	女	1990	2014	硕士
C37918	21169437	男	1991	2014	硕士
C37921	58114978	男	1990	2012	硕士
C37938	27128369	女	1992	2014	硕士
C37943	49112587	女	1987	2014	博士
C37955	14119952	男	1986	2011	博士
C37961	14102685	男	1992	2011	本科
C37976	16116360	男	1984	2013	硕士
C37983	28175612	男	1985	2011	博士
C37985	94034271	女	1994	2013	本科
C37993	59054743	女	1993	2011	本科
C37999	27017935	女	1991	2010	本科
C38000	81014171	女	1993	2011	本科
C38004	17087689	男	1992	2010	本科
C38005	61134316	女	1989	2012	硕士
C38018	36130901	男	1992	2014	硕士
C38033	43051754	男	1996	2014	本科
C38038	84060330	男	1993	2012	本科
C38087	83110005	男	1990	2014	硕士
C38094	94059553	男	1994	2012	本科
C38095	31118435	男	1991	2013	硕士
C38112	92052893	男	1997	2014	本科
C38118	22140047	男	1989	2012	硕士
C38133	11112188	女	1990	2014	硕士
C38148	19175807	女	1990	2013	硕士
C38163	54175875	女	1992	2014	硕士
C38177	59158407	男	1989	2011	博士
C38178	11018407	女	1994	2013	本科
C38244	69161435	男	1991	2012	硕士
C38260	43109463	女	1987	2012	硕士
C38288	71065644	男	1994	2013	本科
C38290	38140049	男	1989	2012	硕士
C38293	38021267	男	1995	2013	本科
C38300	78067817	男	1992	2011	本科
C38301	69119214	女	1987	2012	硕士
